Date,Topic,Link
२०७९ असार ११,त्रिवि अन्तर्गत सम्बन्धन प्राप्त कलेजमा वि‍एस्सी (B.SC. Agriculture) विषयमा छात्रवृत्तिमा अध्ययन गर्न इच्छुक व्यक्तिहरूका लागि दरखास्त माग सम्वन्धी अत्यन्त्त जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656166682_986266434_No_2_notice_of_BSc_Agriculture_2079-TU.pdf
२०७९ असार ११,काठमाण्डौँ फरेष्ट्री कलेजमा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको नि:शुल्क अध्ययन (छात्रवृत्तिमा) का लागि दरखास्त दिएका उम्मेदवारहरूको मनोनयन सूची प्रकाशन गरिएको सम्बन्धी सूचनाः,https://moest.gov.np/upload_file/files/post/1656166622_1050213677_notice_of_forestry_KFC_20794.pdf
२०७९ असार ११,वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयमा सिद्धान्त क्याम्पस प्रा.लि. गैँडाकोटमा नि:शुल्क (छात्रवृत्तिमा) अध्ययन गर्न दरखास्त दिएका उम्मेदवारको मनोनयन गरिएकोसम्बन्धी सूचनाः,https://moest.gov.np/upload_file/files/post/1656166581_1102782746_notice_of_forestry_Gaidakot_2079._.pdf
२०७९ असार ११,वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयमा सिद्धान्त क्याम्पस प्रा.लि. गैँडाकोटमा नि:शुल्क (छात्रवृत्तिमा) अध्ययन गर्न दरखास्त दिएका उम्मेदवारहरूको योग्यताक्रम सूची र पूर्व मनोनयन सूची प्रकाशन गरिएकोसम्बन्धी सूचना,https://moest.gov.np/upload_file/files/post/1656166536_1830762786_notice_of_forestry_Gaidakot_2079.pdf
२०७९ असार ११,काठमाण्डौँ फरेष्ट्री कलेजमा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको नि:शुल्क अध्ययन (छात्रवृत्तिमा) का लागि दरखास्त दिएका उम्मेदवारहरूको पूर्वमनोनयन सूची प्रकाशन गरिएको सम्बन्धी सूचनाः,https://moest.gov.np/upload_file/files/post/1656166481_1437086283_notice_of_forestry_KFC_20793.pdf
२०७९ असार ११,काठमाण्डौँ फरेष्ट्री कलेजमा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको नि:शुल्क अध्ययन (छात्रवृत्तिमा) का लागि दरखास्त दिएका उम्मेदवारहरूको योग्यताक्रमसूची प्रकाशन गरिएको सूचना,https://moest.gov.np/upload_file/files/post/1656166424_1578646965_notice_of_forestry_KFC_20792.pdf
२०७९ असार ११,वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयमा सिद्धान्त क्याम्पस प्रा.लि. गैँडाकोटमा नि:शुल्क (छात्रवृत्तिमा) अध्ययन गर्न १ सिट रिक्त हुन गएकाले इच्छुक उम्मेदवारहरूका लागि दरखास्त आह्वान गरिएकोसम्बन्धी सूचनाः,https://moest.gov.np/upload_file/files/post/1656166369_1470557798_3._Darkhasta_Aahw3an_2.pdf
२०७९ असार ११,"Thai Swedish Trilateral Development Cooperation Programme अन्तर्गत रसायन शास्त्र, गणित, भौतिक शास्त्र र जीवविज्ञान शास्त्रको वैज्ञानिक क्षेत्रका विषयमा विद्यावारिधिका लागि इच्छुक आवेदकबाट आवेदन माग भएको सूचना",https://moest.gov.np/upload_file/files/post/1656166266_711500566_1.Thailand_1.pdf
२०७९ असार ११,सिद्धान्त क्याम्पस गैडाकोट नवलपरासी (सुस्तापूर्व) मा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको छात्रवृत्तिमा अध्ययन गर्न आवेदन दिएका उम्मेदवारहरूको संशोधित मनोनयन सूची प्रकाशन गरिएकोसम्वन्धी अत्यन्त्त जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656166221_313331710_2._Revised_List_1.pdf
२०७९ असार ११,काठमाण्डौँ फरेष्ट्री कलेजमा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको नि:शुल्क अध्ययन (छात्रवृत्तिमा) का लागि दरखास्त माग गरिएको सम्बन्धी सूचना,https://moest.gov.np/upload_file/files/post/1656166184_946070386_notice_of_forestry_KFC_2079_(1).pdf
२०७९ असार ११,सिद्धान्त क्याम्पस गैडाकोट नवलपरासी (सुस्तापूर्व) मा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको छात्रवृत्तिमा मनोनयन सूची प्रकाशन गरिएकोसम्वन्धी अत्यन्त जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656166126_1595910355_notice_of_forestry_Gaidakot_2078_(1).pdf
२०७९ असार ११,"थाइल्याण्डको International School of Engineering, Chulalongkorn University मा विदेशी विद्यार्थीहरूका लागि छात्रवृत्तिमा आवेदन आह्वान भएको सम्बन्धी जानकारीमूलक सूचना",https://moest.gov.np/upload_file/files/post/1656166043_1165623599_Notice-3.pdf
२०७९ असार ११,सिद्धान्त क्याम्पस गैडाकोट नवलपरासी (सुस्तापूर्व) मा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको छात्रवृत्तिमा पूर्वमनोनयन सूची प्रकाशन गरिएकोसम्वन्धी अत्यन्त्त जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656165957_171977091_Notice-2.pdf
२०७९ असार ११,कृषि तथा वनविज्ञान विश्वविद्यालय रामपुर अन्तर्गतका कलेजहरूमा वि‍एस्सी (B.SC. Agriculture) विषयमा नि:शुल्क छात्रवृत्तिमा मनोनयनका लागि दरखास्त दिएका उम्मेदवारहरूको पूर्वमनोनयनसूची प्रकाशन गरिएको सम्बन्धी अत्यन्त्त जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656165916_1807152699_Notice-1.pdf
२०७९ असार ११,योग्यताक्रम सूची प्रकाशन कृषि तथा वनविज्ञान विश्वविद्यालय रामपुरअन्तर्गत सञ्चालित सिद्धान्त क्याम्पस गैडाकोटमा  विषयमा नि:शुल्क अध्ययनका लागि दरखास्त दिएका उम्मेदवारहरूको मन्त्रालयको योग्यताक्रम सूची गरिएको सूचना,https://moest.gov.np/upload_file/files/post/1656165866_1160364392_notice_of_BSc_Forestry_Chaitra_10-_20781.pdf
२०७९ असार ११,योग्यताक्रम सूची प्रकाशन: कृषि तथा वनविज्ञान विश्वविद्यालय रामपुरअन्तर्गतका कलेजमा B.SC. Agriculture विषयमा नि:शुल्क अध्ययनका (छात्रवृत्तिमा) लागि दरखास्त दिएका उम्मेदवारहरूको मन्त्रालयको योग्यताक्रम सूची प्रकाशन गरिएको सूचना,"https://moest.gov.np/upload_file/files/post/1656165556_754025481_notice_of_BSc_Agriculture_Chaitra_09,_20781.pdf"
२०७९ असार ११,सिद्धान्त क्याम्पस प्रा.लि. गैँडाकोटमा वि‍एस्सी वनविज्ञान (B.SC. Forestry) विषयमा नि:शुल्क अध्ययनका (छात्रवृत्तिमा) लागि दरखास्त माग सम्वन्धी अत्यन्त्त जरुरी,https://moest.gov.np/upload_file/files/post/1656165440_381763554_notice_of_forestry_Gaidakot_20785.pdf
२०७९ असार ११,वि‍एस्सी कृषि (B.SC. Agriculture) विषयमा नि:शुल्क अध्ययनका (छात्रवृत्तिमा) लागि दरखास्त माग सम्वन्धी अत्यन्त्त जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656165387_1390987866_notice_of_BSc_Agriculture_20783.pdf
२०७९ असार ११,जनवादी गणतन्त्र चीन सरकारले सन २०२२ / २३ का लागि प्रदान गर्ने स्नातकोत्तर तहको छात्रवृत्तिको इञ्जिनियरिङ विषय र कृषि तथा पशुविज्ञान विषयमा दरखास्त दिएका उम्मेदवारहरूको पूर्वमनोनयन गरिएको सम्बन्धी जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656165348_1139896992_notice_of_Eng_and_Agriculture_2078%20(2).pdf
२०७९ असार ११,चीन सरकारद्वारा सन २०२२/२३ मा प्रदान हुने इञ्जिनियरिङ विषय र कृषि विषयको स्नातकोत्तर तहको छात्रवृत्तिमा आवेदन दिएका उम्मेदवारहरूको योग्यताक्रम सूची प्रकाशन गरिएको सम्बन्धी जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656165293_479983967_notice_of_ENg_and_Agriculture_2078%20(1).pdf
२०७९ असार ११,चीन सरकारद्रारा सन् २०२२/२३ मा प्रदान हुने इन्जिनियरिङ विषय र कृषि विषयको स्नातकोत्तर तहको छात्रवृत्तिमा अध्ययन गर्न इच्छुक उम्मेदवारलाई दरखास्त दिने सम्बन्धी जरुरी सूचना,https://moest.gov.np/upload_file/files/post/1656165212_887147577_notice_of_CHN_II_2078_._.pdf
२०७९ असार ११,"थाइल्याण्ड सरकारद्वारा Ministry of Higher Education, Science, Research and Innovation मार्फत शैक्षिक वर्ष २०२२/२३ का लागि विभिन्न तह र विधामा छात्रवृत्ति उपलब्ध गराउने सम्बन्धी जानकारीमूलक सूचना",https://moest.gov.np/upload_file/files/post/1656165169_338382910_Notice-II1.pdf
२०७९ असार ११,"थाइल्याण्डको International School of Engineering, Chulalongkorn University मा विदेशी विद्यार्थीहरूका लागि छात्रवृत्तिमा आवेदन आह्वान भएको सम्बन्धी जानकारीमूलक सूचना",https://moest.gov.np/upload_file/files/post/1656165022_445598183_Notice_(1)2%20(1).pdf
२०७९ असार ११,कृषि तथा वनविज्ञान विश्वविद्यालय रामपुरअन्तर्गतका कलेजमा B.SC. Agriculture विषयमा नि:शुल्क अध्ययनका (छात्रवृत्तिमा) लागि दरखास्त दिएका उम्मेदवारहरूको संशोधित एवम् परिमार्जित मनोनयन सूची प्रकाशन गरिएको सूचना,https://moest.gov.np/upload_file/files/post/1656164364_1308925737_Revised_notice_of_BSc_Agriculture_2078_-_2078-5-25.pdf
२०७९ असार ११,कृषि तथा वनविज्ञान विश्वविद्यालय रामपुरअन्तर्गतका कलेजमा B.SC. Agriculture विषयमा नि:शुल्क अध्ययनका (छात्रवृत्तिमा) लागि दरखास्त दिएका उम्मेदवारहरूको मनोनयन सूची प्रकाशन गरिएको सम्वन्धी अत्यन्त्त जरुरी सूचनाः,https://moest.gov.np/upload_file/files/post/1656164095_390089551_Nomination_notice_of_BSc_Agriculture_2078_(2078-5-20).pdf
२०७९ असार ११,कृषि तथा वनविज्ञान विश्वविद्यालय रामपुरअन्तर्गतका कलेजमा B.SC. Agriculture विषयमा नि:शुल्क अध्ययनका (छात्रवृत्तिमा) लागि दरखास्त दिएका उम्मेदवारहरूको पूर्वमनोनयन सूची प्रकाशन गरिएको सूचना,https://moest.gov.np/upload_file/files/post/1656164040_1439483969_Notice_of_PN_in_BSc_Agriculture_2078.pdf
२०७९ असार ११,कृषि तथा वनविज्ञान विश्वविद्यालय रामपुर अन्तर्गतका कलेजमा B.SC. Agriculture विषयमा नि:शुल्क अध्ययन (छात्रवृत्तिमा) का लागि दरखास्त दिएका उम्मेदवारहरूको मन्त्रालयको योग्यताक्रम सूची प्रकाशन गरिएको सूचना,https://moest.gov.np/upload_file/files/post/1656163945_1430274468_Notice_of_BSc_Agriculture_-_2078.5_.13_1.pdf
२०७९ असार ११,कृषि तथा वनविज्ञान विश्वविद्यालय रामपुरअन्तर्गतका कलेजमा (B.SC. Agriculture) विषयमा नि:शुल्क अध्ययनका (छात्रवृत्तिमा) लागि दरखास्त दिएका उम्मेदवारहरूको सूची प्रकाशन गरिएको सम्वन्धी अत्यन्त्त जरुरी सूचनाः २०७८।०५।०४,https://moest.gov.np/upload_file/files/post/1656163773_1658137824_notice_of_BSc_Agriculture_20782.pdf
२०७९ असार ११,सिद्धान्त क्याम्पस गैडाकोटको वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको छात्रवृत्तिमा मनोनयन भएका उम्मेदवारहरूको संसोधित सूची प्रकाशन गरिएको सम्वन्धी अत्यन्त्त जरुरी सूचना : २०७८।०५।०२,https://moest.gov.np/upload_file/files/post/1656163712_399517947_Revised_Nomination_notice_of_forestry_Gaidakot_2078.pdf
२०७९ असार ११,सिद्धान्त क्याम्पस गैडाकोट नवलपरासी (सुस्तापूर्व) मा वि‍एस्सी फरेष्ट्री (B.Sc.Forestry) विषयको छात्रवृत्तिमा मनोनयन सूची प्रकाशन गरिएकोसम्वन्धी अत्यन्त्त जरुरी सूचना (२०७८।०४।२८),https://moest.gov.np/upload_file/files/post/1656163669_1636205005_notice_of_forestry_Gaidakot_2078-4-28.pdf
२०७९ असार ११,कृषि तथा वनविज्ञान विश्वविद्यालय अन्तर्गतका कलेजहरूमा (BSc Agriculture) विषयमा निशुल्क अध्ययनका लागि दरखास्त माग गरिएको सम्बन्धी जरुरी सूचना(२०७८।०४।२६),https://moest.gov.np/upload_file/files/post/1656163621_314213618_Notice-II-B.SC_._Agriculture_.pdf
